datetime,TempC,PrecipIn,Gage_Height,SC,DO,pH,Turbidity,Nitrat_Nitrite
2017-08-02 00:00:00+00:00,21.10104167,0,5.3453125,315.393617,1.560416667,7.5,0.101086957,0.393125
2017-08-03 00:00:00+00:00,21.09895833,0.005,5.349791667,315.5625,1.532291667,7.5,0.012631579,0.393229167
2017-08-04 00:00:00+00:00,21.10520833,0.016666667,5.373229167,315.5833333,1.530208333,7.5,0.00625,0.390833333
2017-08-05 00:00:00+00:00,21.11458333,0.001666667,5.431041667,315.4583333,1.525,7.5,0.01875,0.390416667
2017-08-06 00:00:00+00:00,21.11458333,0.00125,5.424270833,315.8125,1.530208333,7.5,0.007291667,0.390416667
2017-08-07 00:00:00+00:00,21.12528736,0.002526316,5.473645833,315.8390805,1.519767442,7.5,0.042352941,0.394
2017-08-08 00:00:00+00:00,21.121875,0.001979167,5.498333333,316.2083333,1.471875,7.5,0.1,0.400520833
2017-08-09 00:00:00+00:00,21.1125,0.000833333,5.483541667,316.5625,1.4875,7.5,0.1,0.404166667
2017-08-10 00:00:00+00:00,21.12604167,0,5.50125,316.1505376,1.5125,7.5,0.101041667,0.4053125
2017-08-11 00:00:00+00:00,21.13125,0.000208333,5.475,316.1041667,1.53125,7.5,0.103125,0.407916667
2017-08-12 00:00:00+00:00,21.09895833,0.006458333,5.44625,315.875,1.55625,7.5,0.10106383,0.41
2017-08-13 00:00:00+00:00,21.09791667,0,5.424479167,315.65625,1.545833333,7.5,0.105319149,0.41
2017-08-14 00:00:00+00:00,21.06354167,0.01375,5.3925,315.5684211,1.552631579,7.501041667,0.101098901,0.411354167
2017-08-15 00:00:00+00:00,21.05520833,0.004895833,5.3840625,315.3863636,1.554166667,7.5,0.1,0.414166667
2017-08-16 00:00:00+00:00,21.06770833,0.001354167,5.375520833,314.9789474,1.554166667,7.5,0.14875,0.413645833
2017-08-17 00:00:00+00:00,21.07708333,0,5.331041667,314.8125,1.558333333,7.5,0.629113924,0.414583333
2017-08-18 00:00:00+00:00,21.08229167,0,5.269479167,314.7916667,1.557291667,7.5,0.529166667,0.4175
2017-08-19 00:00:00+00:00,21.10434783,0.004021739,5.2475,315.021978,1.532967033,7.5,0.611111111,0.419565217
2017-08-20 00:00:00+00:00,21.08125,0.0009375,5.2340625,315.25,1.557291667,7.5,0.6,0.419791667
