Datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
1/27/2017,6.340833333,15.02541667,20.72239583,38.61302083,25.915625,33.62333333,55.48958333,83.02570058,3.8190625,3.989166667,6.619513889,21.4390625,21.61822917,0,5.4525,7.711354167,44.3609375,43.86885417,36.90364583,48.16989583,40.94126316,56.58458333,135.7261465,82.65174525,36.7290625,5.48201081,160.081113,145.7814734,80.92807181,83.7865625,12.97653474,26.50657011,101.1780035,46.09254517,30.54606597,37.81341305,74.41364716,42.48524208,46.99026757,60.50780518,96.19137722,64.22535433,46.08281944,138.8499375,-0.285052083,53.10473965,99.58851108,104.2652465,29.87946875,29.37305208,74.80055918,26.52882,13.14432292,32.26145833,28.55717708,40.62127083,48.47331944,57.625375,42.46070139,129.1833889,38.57246875,3.621510405,135.486684,95.79570067,82.924875,63.8480273,160.2706042,46.319625,32.45256944,29.55,79.39791667,98.30234375,73.27979167,73.31546875,5.243125,9.488892223
1/28/2017,6.220729167,15.08229167,20.79333333,38.61760417,26.0184375,33.80375,55.50583333,83.02570058,3.685833333,3.862604167,6.513263889,21.37104167,21.5440625,0,5.330833333,7.638541667,44.36416667,43.875,36.78260417,47.7471875,40.96305263,56.63416667,135.919167,82.65174525,36.41114583,5.48201081,160.0927314,145.8257905,80.91880493,83.775,12.23589238,26.38095802,101.120816,46.02442018,30.52537153,37.70719798,74.3814071,42.48524208,46.8751459,60.45093063,96.15651903,64.16943376,45.85778472,138.6014479,-0.517604167,52.85309031,99.59667084,104.2646563,29.96207292,29.1889375,74.77661993,26.51676448,12.39994791,32.05994792,27.73467708,40.55929167,48.45486458,57.50028819,42.43733333,129.082625,38.52939584,3.641796884,135.4114584,95.71749882,82.901125,63.79633528,160.1902743,46.2886875,32.44567708,29.55001736,79.37395834,98.26570312,73.21723959,73.25291667,5.170104167,9.488892223
1/29/2017,6.1534375,15.1109375,20.8790625,38.6271875,26.03791667,33.85375,55.585,83.02570058,3.681458333,3.854791667,6.413194444,21.31708333,21.48583333,0,5.244166667,7.526875,44.44635417,43.95114583,36.67302083,47.58614583,41.00957895,56.72541667,136.0700003,82.65174525,36.18927083,5.48201081,160.0844534,145.9098927,80.96049764,83.805625,10.89775,26.31451259,101.0705035,45.94301382,30.50955556,37.72521896,74.35093624,42.48524208,46.82735035,60.41462878,96.14927982,64.13038885,45.63879167,138.3576458,-0.174114583,52.61064233,99.63456937,104.264066,30.03311458,29.01039583,74.76127443,26.50470895,11.49187502,31.89421875,27.07978125,40.49713889,48.45009028,57.48139931,42.4330625,129.047625,38.48939583,3.6697785,135.3573264,95.63252496,82.87180208,63.77950417,160.113,46.2880625,32.44795139,29.55118056,79.36651042,98.23395833,73.16114583,73.19697917,5.105208333,9.488892223
1/30/2017,6.046041667,15.07114583,20.88958333,38.55864583,25.949375,33.87916667,55.58291667,83.02570058,3.526145833,3.700104167,6.269236111,21.23885417,21.4053125,0,5.115625,7.345208333,44.41416667,43.9346875,36.54833333,47.3921875,40.92831579,56.70708333,136.1533322,82.65174525,35.96989583,5.48201081,160.0562799,145.888948,80.96225446,83.7871875,10.04623958,26.26393522,101.0434722,45.89962844,30.50106597,37.60384726,74.30928914,42.48524208,46.80056296,60.38624391,96.13365148,64.08445155,45.44236806,138.1144167,-0.553489583,52.39864599,99.65087307,104.2648646,30.08790625,28.85716667,74.74546018,26.49265343,11.13026043,31.75104167,26.57259375,40.43052431,48.447,57.30214583,42.42512847,129.0212361,38.46465625,3.633749992,135.3227778,95.57287177,82.85888542,63.76130918,160.0566979,46.28830556,32.44645833,29.55003472,79.34651042,98.20583333,73.11822917,73.15270833,5.053958333,9.488892223
1/31/2017,5.9915625,15.0278125,20.92291667,38.51958333,25.97302083,33.96375,55.6025,83.02570058,3.5628125,3.729895833,6.147430556,21.1775,21.3421875,0,5.040104167,7.172916667,44.40604167,43.92510417,36.43708333,47.2896875,40.91021053,56.7309375,136.2271872,82.65174525,35.78895833,5.48201081,160.0348806,145.8854726,80.97073475,83.7834375,9.334416712,26.23238563,101.0217014,45.83997572,30.49301042,37.58285901,74.26822854,42.48524208,46.78103091,60.36388276,96.13082104,64.07761101,45.29959028,137.8719167,-0.11046875,52.22958305,99.64090822,104.2678333,30.1318125,28.74680208,74.74334385,26.48059791,10.93166667,31.62145833,26.16530208,40.36451736,48.44670486,57.12051389,42.41557986,129.0208542,38.4354375,3.600000024,135.2919792,95.50906901,82.84294792,63.77620463,160.0062118,46.29380903,32.44392361,29.55010417,79.32916667,98.18578125,73.07958333,73.11583333,5.009166667,9.488892223
2/1/2017,5.956041667,14.970625,20.97364583,38.47835443,26.004375,33.98791667,55.6425,83.02570058,3.60375,3.765520833,6.061458333,21.12145833,21.283125,0,4.995208333,7.03625,44.42989583,43.95604167,36.3540625,47.23864583,40.89936842,56.76604167,136.2768719,82.65174525,35.67677083,5.48201081,160.0135731,145.9027335,80.98628653,83.79354167,8.770927119,26.2119586,101.030434,45.7669028,30.484,37.55690291,74.23743127,42.48524208,46.76360043,60.35129536,96.12371902,63.97645096,45.15992014,137.6330625,0.089791667,52.11725724,99.6021397,104.2678507,30.16670833,28.66820833,74.74169627,26.46854239,10.70036461,31.5075,25.82873958,40.30071528,48.44653125,57.03646875,42.42051042,128.9790486,38.42616667,3.631902199,135.2707118,95.47745446,82.83440625,63.78355676,159.9814548,46.29468577,32.44611111,29.55112848,79.3261198,98.17611979,73.06130208,73.09710938,4.991770834,9.488892223
2/2/2017,5.930520833,14.90322917,21.12240741,38.42213333,25.9896875,34.03125,55.66208333,83.02570058,3.570416667,3.731979167,5.968263889,21.069375,21.22927083,0,4.944383562,6.927580645,44.43125,43.95572917,36.28458333,47.2125,40.87631579,56.78239583,136.3065613,82.65174525,35.59520833,5.551428571,159.9838338,145.8934706,80.96645144,83.7940625,8.510510428,26.19771181,101.1017882,45.6863298,30.49742014,37.54909009,74.20623117,42.48524208,46.75367037,60.34737119,96.12123774,63.99214266,45.03011111,137.3973681,0.000520833,52.04555565,99.5639789,104.270125,30.19373958,28.60216667,74.74792993,26.45648686,10.54682294,31.4090625,25.54233333,40.23873611,48.44042014,56.99692014,42.43879167,128.9624167,38.41689583,3.663804375,135.2494444,95.44583991,82.82586458,63.79090888,159.9566979,46.2955625,32.44829861,29.55215278,79.32307292,98.16645833,73.04302083,73.07838542,4.974375,9.488892223
2/3/2017,5.904583333,14.83166667,21.16148148,38.38666667,26.0015625,33.95916667,55.68833333,83.02570058,3.486979167,3.645520833,5.860763889,21.0240625,21.18354167,0,4.821066667,6.723783784,44.46395833,43.98260417,36.2396875,47.2234375,40.87765957,56.819375,136.3381273,82.65174525,35.55583333,5.426133333,159.9559707,145.9010493,80.95193997,83.8015625,8.3076191,26.18927044,101.0881076,45.6276493,30.49747222,37.52976715,74.17951409,42.48524208,46.74660289,60.34100022,96.11016451,64.02675356,44.91235069,137.1624201,-0.174583333,52.03557269,99.52102803,104.2723299,30.2168125,28.54378125,74.74670522,26.44443134,10.41703121,31.31921875,25.29592708,40.18243403,48.43720833,56.94898611,42.42705556,128.9379375,38.397,3.69570655,135.2171875,95.38941663,82.81128125,63.82429644,159.9011944,46.29783681,32.4459375,29.55,79.31442708,98.13223958,73.00083333,73.02979167,4.938333333,9.488892223
2/4/2017,5.8471875,14.73614583,21.20055556,38.31270833,25.95010417,33.74375,55.66666667,83.02570058,3.324166667,3.487604167,5.735694444,20.966875,21.12729167,0,4.7315625,6.580729167,44.425,43.93854167,36.1896875,47.1934375,40.80541667,56.7875,136.336253,82.65174525,35.51177083,5.3225,159.9179061,145.8436497,80.91573997,83.77447917,8.065643817,26.17415741,101.0713368,45.57980212,30.52075347,37.50310057,74.13628576,42.48524208,46.73059764,60.33013199,96.10610081,64.00429799,44.79719444,136.9198507,-0.692604167,52.10031239,99.47863077,104.2673125,30.23066667,28.4870625,74.73592938,26.43237582,10.26401029,31.23130208,25.07790625,40.12630556,48.43628819,56.92995833,42.41403472,128.9276944,38.37658333,3.727608726,135.1825694,95.32365318,82.79195833,63.82769933,159.8456042,46.30139583,32.44925347,29.55190972,79.29390625,98.11,72.95697917,72.98588542,4.906458333,9.488892223
2/5/2017,5.822604167,14.66552083,21.23114583,38.2953125,26.01395833,33.75625,55.73125,83.02570058,3.353125,3.501875,5.649166667,20.930625,21.09385417,0,4.6734375,6.45875,44.47833333,43.99364583,36.17479167,47.22708333,40.85666667,56.86020833,136.3504195,82.65174525,35.48895833,5.248854167,159.8908727,145.8715642,80.94732786,83.79979167,7.91430883,26.1646548,101.0688368,45.52705912,30.524625,37.55372593,74.09046753,42.48524208,46.71644787,60.32148603,96.15396525,64.15626929,44.71795833,136.6741736,-0.38625,52.02258691,99.43392685,104.26825,30.23103125,28.43044792,74.73312229,26.42032029,10.07359378,31.14630208,24.87696875,40.07208681,48.43474306,56.91926389,42.41523264,128.9120347,38.36085417,3.759510901,135.1558507,95.25755972,82.77602083,63.83396556,159.7889896,46.30552778,32.45038194,29.55177083,79.27416667,98.0903125,72.91463542,72.94791667,4.878333333,9.488892223
2/6/2017,5.799791667,14.585625,21.2434375,38.2559375,26.01052083,33.745,55.7925,83.02570058,3.331666667,3.4828125,5.577291667,20.886875,21.05145833,0,4.624166667,6.359791667,44.53114583,44.041875,36.14239583,47.21104167,40.86979167,56.90916667,136.3434424,82.65174525,35.44,5.182291667,159.8526937,145.8823956,80.99298674,83.82125,7.82181058,26.16883274,101.0600694,45.48073952,30.50094444,37.48891662,74.06053819,42.48524208,46.70473399,60.32308298,96.12754085,64.11634858,44.63604861,136.4362569,-0.33046875,51.9415447,99.38802503,104.2703333,30.23321875,28.38060417,74.72547146,26.40826477,10.02526052,31.07640625,24.70191667,40.01986458,48.43111458,56.91737153,42.41224653,128.9068264,38.34236458,3.791413077,135.1264063,95.19622188,82.75675,63.82618707,159.7352222,46.31335764,32.44961806,29.55111111,79.25625,98.07020833,72.87385417,72.90640625,4.854583333,9.488892223
2/7/2017,5.804375,14.53354167,21.29489583,38.25145833,26.08166667,33.63208333,55.91708333,83.02570058,3.553541667,3.698229167,5.610416667,20.8725,21.0378125,0,4.698229167,6.353541667,44.66135417,44.17604167,36.2071875,47.28322917,40.97395833,57.019375,136.3563565,81.756,35.69489583,5.223541667,159.8293127,145.9421839,81.08571299,83.88604167,7.794902549,26.16544124,101.0598264,45.43942007,30.47920833,37.4631351,74.03209992,42.48524208,46.70637601,60.3081358,96.10240348,64.1059768,44.61927778,136.1988958,0.170520833,51.88175364,99.34733027,104.2723472,30.23217708,28.328,74.72094562,26.39620925,10.02203158,31.01161458,24.54832292,39.97300694,48.43561111,56.91655556,42.40038889,128.9309236,38.32554167,3.823315252,135.1004514,95.14070192,82.73951042,63.79316715,159.6813854,46.31894792,32.45038194,29.55211806,79.24427083,98.04729167,72.83333333,72.86458333,4.838333333,9.488892223
2/8/2017,6.829791667,14.51677083,21.34322917,38.34604167,26.09885417,33.50166667,56.05875,82.65625,3.744479167,3.88375,5.720763889,20.98458333,21.15791667,0.001032986,4.817291667,6.458333333,44.811875,44.3246875,36.54520833,47.69354167,41.08458333,57.10552083,136.3629181,81.86552083,36.38583333,5.33375,159.8387376,146.0546888,81.23468304,84.01395833,8.472803674,26.88911571,101.6108854,45.51764939,31.30406944,38.47900355,74.15513982,42.48524208,47.86913643,61.07950696,96.40408699,64.69930262,46.75108333,138.1262917,0.657135417,52.70322912,99.39792048,104.3024688,30.354,28.55820833,75.06454478,26.38415372,10.85588538,31.6384375,25.21629167,40.13279861,48.76585417,57.03608681,42.61111806,129.8083194,38.30585417,3.855217427,135.0736111,95.08467692,82.72326042,63.78681367,159.6279826,46.32551042,32.44982639,29.55177083,79.22661458,98.02390625,72.791875,72.82447917,4.821666667,9.488892223
2/9/2017,6.8259375,14.47145833,21.29645833,38.29291667,25.96854167,33.53541667,55.99,82.67333333,3.565,3.7171875,5.710972222,20.99541667,21.1721875,8.68E-06,4.7821875,6.472916667,44.72833333,44.229375,36.8503125,47.99958333,41.04083333,57.0296875,136.2915636,81.880625,36.6546875,5.3065625,159.8115029,145.9244783,81.19395968,83.97854167,11.69452423,26.7381374,101.3237153,45.53589591,30.57610069,37.95624307,74.18062582,42.48524208,47.12477983,60.73014922,96.24696925,64.38106604,46.40679514,137.7770035,-0.062916667,52.84526049,99.36325038,104.2742569,30.37754167,28.83341667,74.77517519,26.3720982,12.70963542,31.52911458,25.75634375,40.16314583,48.50477778,57.26782292,42.43901736,129.2892917,38.30246875,3.887119603,135.0410764,95.02153525,82.70675,63.7749726,159.5758472,46.33023264,32.45163194,29.5525,79.21104167,98.0028125,72.75197917,72.78385417,4.802083333,9.488892223
2/10/2017,6.581666667,14.39010417,21.208125,38.20302083,25.81885417,33.755,55.81913043,82.50052083,3.177083333,3.331770833,5.530347222,20.929375,21.10114583,0,4.579791667,6.306458333,44.506,44.00553191,36.74427083,47.74677083,40.8871875,56.8775,136.222398,81.90520833,36.2525,5.1146875,159.7739104,145.6971865,81.06616372,83.87042105,12.34317187,26.45712437,101.2415972,45.53723272,30.49787153,37.72572239,74.12736184,42.48524208,46.84096147,60.61685119,96.19406899,64.29828084,46.27129167,137.4850069,-0.908072917,52.50928821,99.3292745,104.2716701,30.37358333,29.01258333,74.75054518,26.36004268,12.69182292,31.37302083,25.96191667,40.1829375,48.45154861,57.26759722,42.40790625,129.0689097,38.31257292,3.919021778,135.0070486,94.96439832,82.69060417,63.75828741,159.5188507,46.32476389,32.45121528,29.55267361,79.19083333,97.9809375,72.70947917,72.74208333,4.777083333,9.488892223
