Datetime,USGS-LESTER LEWIS/S788,NWFWMD-BIKE TRAIL / NITRATE POT. MAP/S795,NWFWMD-BRADFORD BROOK DEEP/S793,NWFWMD-BRADFORD BROOK SHALLOW,TOM BROWN TEST/S791,USGS-OLSON RD./S677,NWFWMD-HQ FLORIDAN OBS/S704,USGS-LAKE JACKSON INTERMEDIATE/S706,NWFWMD-NITRATE #1,NWFWMD-NITRATE #2/S790,NWFWMD-NITRATE #4/S782,NWFWMD-NITRATE #5/S796,NWFWMD-NITRATE #6/S797,WAKULLA CORRECTIONAL INSTITUTE #1/S779,WAKULLA CONDUIT WELL@WEST OF HWY 61,FGS - SULLIVAN SINK #1,NWFWMD GW-2F-LZ (FT BRADEN)/S802,NWFWMD GW-3F-LZ (ANF FR-305),NWFWMD GW-4F-UZ (HWY27 DOT),NWFWMD GW-5F (LEON CTY VFD)/S814,NWFWMD GW-6F (MICC GREENWAY)/S816,NWFWMD GW-7F (LEON CR-59)/S818,NWFWMD GW-5S (LEON CTY VFD),NWFWMD GW-7S (LEON CR-59),NWFWMD GW-4F-LZ (HWY27 DOT)/S812,NWFWMD GW-12F (RIVERSPRINGS MS)/S820,NWFWMD GW-2S (FT BRADEN)/S805,NWFWMD GW-6S (MICC GREENWAY),NWFWMD GW-2F-UZ (FT BRADEN)/S826,NWFWMD GW-3F-UZ (ANF FR-305),AMES SINK/S555,MUNSON SLOUGH @ CAPITAL CIRCLE,FORDS ARM TRIB@MERD,ALFORD ARM TRIB@BUCK,CENTRAL D.D.@ORANGE,WEST DRAINAGE DITCH @ ROBERTS AVE,LAKE KANTURK OUTFALL,LAKE LAFAYETTE OUTFALL,NE D.D.@MAHAN DR,PARK AV D.D.@ VIOLET - S100,LAKE JACKSON FACILITY AKA 64/606,NE Drainage Ditch @ Centerville and Blairstone,Central Drainage Ditch @ Lake Bradford Road,Boone Blvd Holding pond (City ID# 700),St. Marks River @ San Marcos de Apalachee S.P.,Still Creek at Capitola Rd,Lake Iamonia Outfall @ Meridian Rd,LEON HIGH SCHOOL STORMWATER INLET,LAKE BRADFORD,ST. MARKS RIVER @ TRAM RD,LAKE KINSALE OUTFALL,LAKE MUNSON OUTFALL,MUNSON SLOUGH @ OAKRIDGE ROAD,BLACK CREEK @ CR 267,LOST CREEK @ ARRAN RD (CR 368),BRADFORD BROOK @ AENON CHURCH ROAD,WEST DRAINAGE DITCH @ US 90,ALFORD ARM TRIB@MICC,EAST D.D.@ADAMS ST,QUINCY CREEK@SR 267,FISHER CREEK @ SPRINGHILL RD.,WAKULLA RIVER AT BOAT TRAM,"John Knox Pond, Megginnis Tributary",Lake Jackson - Miller Landing Road,Lauder Pond near Thomasville/Bannerman Rd,Regional Stormwater Facility - City of Tallahassee,Southwood SW Pond SB111B,Southwood SW Pond WD005,Lake Miccosukee @ US90 Outfall,LAKE IAMONIA EAST,LAKE KILLARNY AT MCLAUGHLIN DRIVE,LAKE KANTURK AT CLIFDEN DR,INDIAN SPRING RUN AT SR61,ST. MARKS RIVER - UPPER DISCHARGE BEFORE SWALLET
2017-02-06,5.79979166666667,14.585624999999997,21.2434375,38.25593750000001,26.010520833333345,33.74500000000001,55.79249999999997,83.02570058175434,3.3316666666666666,3.482812499999998,5.577291666666651,20.886874999999996,21.05145833333331,0.0,4.624166666666668,6.35979166666667,44.53114583333335,44.041875,36.14239583333334,47.21104166666664,40.86979166666667,56.90916666666667,136.34344239583345,82.651745245457,35.44000000000001,5.182291666666671,159.85269369270836,145.882395625,80.99298673583336,83.82125000000003,7.82181058,26.16883274,101.0600694,45.48073952,30.50094444,37.48891662,74.06053819,42.48524208364756,46.70473399,60.32308298,96.12754085,64.11634858,44.63604861,136.4362569,-0.33046875,51.9415447,99.38802503,104.2703333,30.23321875,28.38060417,74.72547146,26.408264770588236,10.02526052,31.07640625,24.70191667,40.01986458,48.43111458,56.91737153,42.41224653,128.9068264,38.34236458,3.7914130766086953,135.1264063,82.75675,159.7352222,46.31335764,32.44961806,29.55111111,79.25625,98.07020833,72.87385417,72.90640625,4.854583333,9.488892223196927
2017-02-07,5.804375000000004,14.533541666666652,21.294895833333296,38.25145833333333,26.081666666666624,33.632083333333334,55.91708333333332,83.02570058175434,3.5535416666666677,3.698229166666667,5.61041666666667,20.8725,21.03781249999997,0.0,4.698229166666665,6.353541666666668,44.66135416666669,44.17604166666667,36.207187500000025,47.2832291666667,40.97395833333332,57.019375,136.3563564583333,81.75600000000001,35.694895833333355,5.223541666666672,159.82931272708328,145.94218385416667,81.08571298916667,83.88604166666664,7.794902549,26.16544124,101.0598264,45.43942007,30.47920833,37.4631351,74.03209992,42.48524208364756,46.70637601,60.3081358,96.10240348,64.1059768,44.61927778,136.1988958,0.170520833,51.88175364,99.34733027,104.2723472,30.23217708,28.328,74.72094562,26.396209247647057,10.02203158,31.01161458,24.54832292,39.97300694,48.43561111,56.91655556,42.40038889,128.9309236,38.32554167,3.823315252043478,135.1004514,82.73951042,159.6813854,46.31894792,32.45038194,29.55211806,79.24427083,98.04729167,72.83333333,72.86458333,4.838333333,9.488892223196927
2017-02-08,6.829791666666672,14.516770833333323,21.34322916666665,38.34604166666665,26.09885416666665,33.50166666666667,56.058749999999975,82.65625000000001,3.744479166666666,3.883750000000001,5.720763888888886,20.98458333333333,21.15791666666669,0.0010329861354166,4.817291666666665,6.458333333333332,44.81187500000002,44.32468749999998,36.54520833333332,47.69354166666667,41.08458333333332,57.10552083333331,136.36291812500016,81.86552083333335,36.38583333333332,5.333749999999999,159.83873759270833,146.05468875,81.23468304385418,84.01395833333342,8.472803674,26.88911571,101.6108854,45.51764939,31.30406944,38.47900355,74.15513982,42.48524208364756,47.86913643,61.07950696,96.40408699,64.69930262,46.75108333,138.1262917,0.657135417,52.70322912,99.39792048,104.3024688,30.354,28.55820833,75.06454478,26.384153724705882,10.85588538,31.6384375,25.21629167,40.13279861,48.76585417,57.03608681,42.61111806,129.8083194,38.30585417,3.8552174274782605,135.0736111,82.72326042,159.6279826,46.32551042,32.44982639,29.55177083,79.22661458,98.02390625,72.791875,72.82447917,4.821666667,9.488892223196927
2017-02-09,6.825937500000001,14.47145833333336,21.296458333333337,38.29291666666664,25.968541666666656,33.53541666666666,55.990000000000016,82.6733333333333,3.565,3.7171875,5.710972222222221,20.995416666666674,21.17218750000005,8.680552083333334e-06,4.782187500000002,6.472916666666667,44.7283333333333,44.229374999999976,36.85031250000003,47.9995833333333,41.04083333333332,57.0296875,136.2915636458334,81.880625,36.65468750000003,5.306562500000004,159.8115028739583,145.92447833333316,81.19395967916667,83.97854166666663,11.69452423,26.7381374,101.3237153,45.53589591,30.57610069,37.95624307,74.18062582,42.48524208364756,47.12477983,60.73014922,96.24696925,64.38106604,46.40679514,137.7770035,-0.062916667,52.84526049,99.36325038,104.2742569,30.37754167,28.83341667,74.77517519,26.372098201764707,12.70963542,31.52911458,25.75634375,40.16314583,48.50477778,57.26782292,42.43901736,129.2892917,38.30246875,3.8871196029130433,135.0410764,82.70675,159.5758472,46.33023264,32.45163194,29.5525,79.21104167,98.0028125,72.75197917,72.78385417,4.802083333,9.488892223196927
2017-02-10,6.581666666666668,14.390104166666688,21.20812500000002,38.20302083333334,25.81885416666665,33.755,55.81913043478261,82.50052083333333,3.177083333333332,3.3317708333333336,5.530347222222223,20.92937500000004,21.10114583333329,0.0,4.579791666666663,6.306458333333327,44.506,44.00553191489361,36.744270833333296,47.74677083333332,40.88718749999999,56.87750000000003,136.22239802083334,81.90520833333335,36.25249999999999,5.114687499999998,159.773910388421,145.69718645833328,81.06616371666668,83.87042105263156,12.34317187,26.45712437,101.2415972,45.53723272,30.49787153,37.72572239,74.12736184,42.48524208364756,46.84096147,60.61685119,96.19406899,64.29828084,46.27129167,137.4850069,-0.908072917,52.50928821,99.3292745,104.2716701,30.37358333,29.01258333,74.75054518,26.36004267882353,12.69182292,31.37302083,25.96191667,40.1829375,48.45154861,57.26759722,42.40790625,129.0689097,38.31257292,3.919021778347826,135.0070486,82.69060417,159.5188507,46.32476389,32.45121528,29.55267361,79.19083333,97.9809375,72.70947917,72.74208333,4.777083333,9.488892223196927
2017-02-11,6.472291666666671,14.363749999999982,21.281770833333308,38.26395833333336,25.988125000000025,33.732500000000016,55.92416666666667,82.41385416666664,3.4303125,3.570729166666666,5.542013888888879,20.90770833333337,21.08072916666664,0.0,4.6296874999999975,6.292187499999991,44.62166666666665,44.137083333333344,36.60302083333334,47.74114583333336,41.05260416666668,57.03041666666669,136.2448959375,82.12208333333335,35.97927083333332,5.138020833333333,159.7784818760417,145.8079161458334,81.12020798937498,83.93843749999995,10.98284374,26.32373287,101.2058333,45.54421188,30.48807986,37.63073973,74.10451333,42.48524208364756,46.77842747,60.44546149,96.16681303,64.10105116,46.16611806,137.2557361,0.103645833,52.27657996,99.29050574,104.2713056,30.37655208,28.77763542,74.74440476,26.347987155882354,11.69432288,31.28140625,25.82426042,40.15802431,48.437,57.12075694,42.39755903,128.9706458,38.32085417,3.9509239537826084,135.0006597,82.67138542,159.4764375,46.40585764,32.45111111,29.55350694,79.17161458,97.96145833,72.67260417,72.70744792,4.771041667,9.488892223196927
2017-02-12,6.408749999999997,14.31572916666665,21.313124999999967,38.258020833333326,26.0265625,33.638749999999995,56.01124999999999,82.4711458333333,3.4896874999999987,3.6240625,5.537152777777777,20.875312499999957,21.050937499999968,0.0,4.645625,6.2755208333333306,44.71437499999998,44.22458333333331,36.4896875,47.702812499999965,41.11208333333332,57.13281249999999,136.2315676041666,82.26781249999998,35.82687500000001,5.143125000000002,159.77259632395834,145.86656447916667,81.17703034708337,83.97239583333332,9.315241343,26.25726846,101.1886632,45.55103479,30.48004167,37.58978467,74.10093617,42.48524208364756,46.75724732,60.37146863,96.14896725,64.17550543,46.07434722,137.0345208,0.170520833,52.14321154,99.2566363,104.2745868,30.38748958,28.53872917,74.74342059,26.335931632941175,11.06854165,31.22270833,25.62879167,40.10927431,48.437,56.99152083,42.39184722,128.9416181,38.297,3.982826129217391,134.9711632,82.64078646,159.4026354,46.363730905,32.45366319,29.554887155000003,79.14533854000001,97.9196875,72.606692705,72.63671875,4.7480208335,9.488892223196927
2017-02-13,6.294999999999996,14.248229166666674,21.319687499999976,38.222812499999975,26.01833333333336,33.56499999999999,56.07750000000001,82.56197916666666,3.327291666666666,3.4682291666666654,5.431111111111111,20.83177083333331,21.00583333333333,0.0,4.537187499999999,6.177708333333334,44.77281250000002,44.29614583333335,36.400416666666665,47.65510416666665,41.12156250000002,57.18656249999995,136.20521000000014,82.39041666666672,35.72385416666666,5.040000000000002,159.76005265104166,145.88666416666663,81.230706028125,84.00072916666663,8.176423679,26.21115126,101.1776215,45.54764938,30.47129167,37.56705951,74.08289965,42.48524208364756,46.7313985,60.333118,96.12960553,64.12765063,46.01380903,136.8133924,-0.159114583,52.06956628,99.23019249,104.2777639,30.39702083,28.41513542,74.73832183,26.32387611,10.77656251,31.16729167,25.37452083,40.05623611,48.437,56.93320486,42.39856597,128.9338403,38.27632292,4.014728304652174,135.0862847,82.63675,159.4257604,46.53061458,32.46163194,29.55230903,79.11729167,97.90078125,72.56307292,72.59192708,4.735208333,9.488892223196927
2017-02-14,6.12072916666667,14.187187500000014,21.341354166666637,38.20197916666664,26.053645833333302,33.52958333333331,56.16874999999999,82.6488541666666,3.3437500000000004,3.4771875,5.37604166666667,20.794999999999973,20.966979166666693,0.0,4.500625,6.106562499999998,44.850833333333306,44.38437499999998,36.3414583333333,47.6428125,41.16614583333333,57.26218750000002,136.1898953125001,82.54604166666674,35.66479166666668,4.991041666666667,159.75052907812497,145.9138520833334,81.29862505645835,84.04541666666672,7.769498397,26.17984309,101.1598958,45.52817023,30.46603125,37.53721491,74.04503503,42.48524208364756,46.71066971,60.30914332,96.10698622,64.18694891,46.00332292,136.5814132,0.003229167,52.03670088,99.20418773,104.2747083,30.39353125,28.3370625,74.73968141,26.30025347,10.55729172,31.10351064,25.11170833,39.99936111,48.437,56.91726736,42.423375,128.9070694,39.15814583,4.046630480086956,137.3530903,82.85961458,160.2881563,47.08995486,32.49793403,29.55069444,79.26796875,98.065,72.84432292,72.87036458,5.764166667,9.488892223196927
2017-02-15,6.076145833333334,14.144791666666654,21.37833333333336,38.2002083333333,26.1219791666667,33.399166666666666,56.30541666666665,82.78708333333336,3.5246874999999998,3.6525,5.398402777777772,20.771562499999984,20.946562500000034,0.0,4.548749999999999,6.102083333333337,45.01822916666669,44.53916666666668,36.31281249999999,47.6789583333333,41.26375000000002,57.3805208333333,136.18426843749998,82.72354166666666,35.65270833333333,5.022499999999993,159.74651977708336,145.9976041666668,81.36630018447914,84.11979166666667,7.577086904,26.16476756,101.1497743,45.49124305,30.46551042,37.53179821,74.03098962,42.48524208364756,46.70546107,60.30204143,96.07417508,64.12904203,45.99992014,136.3590347,0.711927083,51.97539959,99.16799008,104.2761667,30.39165625,28.28440625,74.73302016,26.29704167,10.23526025,31.04859375,24.88926042,39.95153125,48.43739931,56.911,42.42476389,128.8826597,39.38246875,4.078532655521739,137.1128472,82.87773958,160.2679479,46.479,32.4409375,29.55038194,79.25401042,98.06307292,72.86125,72.89229167,5.632708333,9.488892223196927
2017-02-16,5.932916666666665,14.034583333333323,21.234166666666685,38.05187500000003,25.88989583333332,33.402083333333344,56.192083333333336,82.82156250000003,3.1881249999999994,3.3263541666666665,5.256875000000012,20.69531250000004,20.868437499999956,0.0,4.3914583333333335,5.960208333333328,44.86395833333336,44.38812500000002,36.21333333333332,47.39802083333336,41.0353125,57.21114583333332,136.07885760416664,82.6433333333333,35.53239583333331,4.885937499999998,159.70021797604164,145.7927082291666,81.25785545010417,84.03177083333344,7.400665113,26.13904967,101.1417188,45.45027076,30.43465972,37.51152071,73.96848928,42.48524208364756,46.68270335,60.29653845,96.03717711,64.25636089,46.00875694,136.1247639,-0.637708333,51.88890606,99.14038584,104.2722083,30.38025,28.22977083,74.72214015,26.27278819,10.09104171,30.98630208,24.68728125,39.89599306,48.44073264,56.91176389,42.41443403,128.8679028,39.49140104,4.110434830956521,137.0815191,82.87529166499999,160.27963195,46.492793405,32.44107639,29.551562500000003,79.25544271,98.06265625,72.869947915,72.90207402,5.6035416665,9.488892223196927
